,Date,UTX,Mkt.RF,SMB,HML,fit,lwr,upr,correct,fitted,,,
206,10/24/2005,1.335691605,1.69,0.16,0.44,1.645991832,-0.215708402,3.507692067,TRUE,1.645991832,TRUE,,
207,10/25/2005,-0.724746777,-0.23,-0.39,0.4,-0.047147326,-1.881126619,1.786831967,TRUE,-0.047147326,FALSE,,
208,10/26/2005,-0.669914874,-0.47,-0.19,0.09,-0.387496861,-2.218174414,1.443180691,TRUE,-0.387496861,TRUE,,
209,10/27/2005,-0.976282584,-1.23,-0.96,0.23,-0.934150018,-2.779094728,0.910794691,TRUE,-0.934150018,TRUE,,
210,10/28/2005,1.904374497,1.49,-0.01,0.25,1.429700697,-0.424555254,3.283956648,TRUE,1.429700697,FALSE,,
211,10/31/2005,-0.211019867,0.94,0.8,-0.02,0.732573143,-1.105845386,2.570991673,FALSE,0.732573143,FALSE,,
212,11/1/2005,-0.771072046,-0.24,-0.18,0.3,-0.115474382,-1.946518043,1.715569279,TRUE,-0.115474382,FALSE,,
213,11/2/2005,-0.034974034,1.19,0.82,0.02,0.970634213,-0.870490284,2.811758709,FALSE,0.970634213,TRUE,,
214,11/3/2005,1.196173348,0.41,-0.1,-0.28,0.294872766,-1.538782078,2.128527609,TRUE,0.294872766,TRUE,,
215,11/4/2005,0.221546533,-0.05,0.09,-0.4,-0.188629339,-2.022978093,1.645719416,FALSE,-0.188629339,TRUE,,
216,11/7/2005,0.004686977,0.22,0.28,-0.34,0.05005427,-1.782918669,1.88302721,TRUE,0.05005427,FALSE,,
217,11/8/2005,-0.23177021,-0.35,-0.37,0.07,-0.258557053,-2.089507612,1.572393505,TRUE,-0.258557053,FALSE,,
218,11/9/2005,1.938568672,0.18,0.21,-0.03,0.115961171,-1.713354039,1.945276381,TRUE,0.115961171,FALSE,,
219,11/10/2005,0.621392081,0.69,-0.05,-0.73,0.409570392,-1.439309814,2.258450598,TRUE,0.409570392,TRUE,,
220,11/11/2005,1.055755928,0.33,0,-0.16,0.243621953,-1.586906837,2.074150744,TRUE,0.243621953,TRUE,,
221,11/14/2005,0.175005757,-0.1,-0.34,0.04,-0.042838636,-1.873600961,1.787923689,FALSE,-0.042838636,TRUE,,
222,11/15/2005,-0.281109262,-0.48,-0.63,-0.08,-0.386258933,-2.222064418,1.449546552,TRUE,-0.386258933,TRUE,,
223,11/16/2005,0.705655499,0.14,-0.38,0.13,0.209387052,-1.623509096,2.0422832,TRUE,0.209387052,FALSE,,
224,11/17/2005,0.3245589,1.05,0.69,-0.21,0.791731343,-1.046182797,2.629645482,TRUE,0.791731343,TRUE,,
225,11/18/2005,-0.411264317,0.39,0.24,-0.09,0.286081024,-1.543837076,2.115999124,FALSE,0.286081024,FALSE,,
226,11/21/2005,0.475381971,0.63,0.38,-0.24,0.441412039,-1.391285943,2.274110021,TRUE,0.441412039,TRUE,,
227,11/22/2005,1.033109913,0.53,-0.06,0.02,0.488948634,-1.343030578,2.320927846,TRUE,0.488948634,TRUE,,
228,11/23/2005,0.040839927,0.32,-0.24,0.17,0.366652738,-1.465968683,2.199274159,TRUE,0.366652738,TRUE,,
229,11/25/2005,-0.182613411,0.23,-0.13,-0.04,0.206089587,-1.624047388,2.036226562,FALSE,0.206089587,FALSE,,
230,11/28/2005,-0.444626139,-1.01,-0.66,0.12,-0.807438123,-2.645576603,1.030700357,TRUE,-0.807438123,FALSE,,
231,11/29/2005,0.172020814,0.02,0.28,0.25,0.043534058,-1.788473239,1.875541355,TRUE,0.043534058,FALSE,,
232,11/30/2005,-0.633500707,-0.43,1.09,-0.17,-0.60693673,-2.471423806,1.257550347,TRUE,-0.60693673,FALSE,,
233,12/1/2005,0.678211207,1.31,0.45,0.18,1.179903995,-0.662529502,3.022337492,TRUE,1.179903995,FALSE,,
234,12/2/2005,1.393996243,0.09,0.05,-0.13,0.025918203,-1.803516156,1.855352561,TRUE,0.025918203,TRUE,,
235,12/5/2005,-0.865439587,-0.27,-0.21,0.11,-0.19562631,-2.025336113,1.634083493,TRUE,-0.19562631,FALSE,,
236,12/6/2005,0.798613956,0.14,0.05,0.04,0.122571977,-1.706236757,1.95138071,TRUE,0.122571977,FALSE,,
237,12/7/2005,-0.328566613,-0.45,-0.07,0.05,-0.397868861,-2.228690845,1.432953124,TRUE,-0.397868861,FALSE,,
238,12/8/2005,0.90446216,0.02,0.21,0.16,0.02634598,-1.80389028,1.85658224,TRUE,0.02634598,FALSE,,
239,12/9/2005,0.204418629,0.25,0.24,-0.09,0.157911216,-1.67176848,1.987590913,TRUE,0.157911216,TRUE,,
240,12/12/2005,0.222161472,0.12,0.09,-0.03,0.077741733,-1.751143047,1.906626512,TRUE,0.077741733,TRUE,,
241,12/13/2005,1.108403733,0.4,-0.56,-0.04,0.421603571,-1.419151202,2.262358344,TRUE,0.421603571,TRUE,,
242,12/14/2005,1.593613775,0.29,-0.24,0.08,0.312251921,-1.51960344,2.144107283,TRUE,0.312251921,TRUE,,
243,12/15/2005,0.867618263,-0.3,-0.57,-0.26,-0.283696136,-2.121218748,1.553826477,FALSE,-0.283696136,TRUE,,
244,12/16/2005,0.737870579,-0.26,0.06,-0.1,-0.286920237,-2.117548526,1.543708052,FALSE,-0.286920237,FALSE,,
245,12/19/2005,-1.561875632,-0.73,-0.76,0.23,-0.504251504,-2.342014753,1.333511744,TRUE,-0.504251504,TRUE,,
246,12/20/2005,0.462159163,-0.01,-0.03,0.05,-0.000619625,-1.829394064,1.828154815,FALSE,-0.000619625,FALSE,,
247,12/21/2005,-0.08554674,0.36,0.67,-0.43,0.096979162,-1.742509456,1.93646778,FALSE,0.096979162,TRUE,,
248,12/22/2005,0.810797542,0.45,0.12,-0.13,0.345749928,-1.484681453,2.17618131,TRUE,0.345749928,TRUE,,
249,12/23/2005,-1.017382437,0.08,0.27,0,0.025034688,-1.80493712,1.855006496,FALSE,0.025034688,FALSE,,
250,12/27/2005,-0.938302014,-1,-0.39,0.11,-0.838874588,-2.675566587,0.99781741,TRUE,-0.838874588,FALSE,,
251,12/28/2005,0.198827594,0.27,0.36,0.13,0.225353918,-1.60569903,2.056406866,TRUE,0.225353918,FALSE,,
252,12/29/2005,-0.962874395,-0.25,0,0.23,-0.170645199,-2.001179563,1.659889165,TRUE,-0.170645199,FALSE,,
253,12/30/2005,-0.772579381,-0.46,-0.2,0.26,-0.326070492,-2.157590562,1.505449577,TRUE,-0.326070492,TRUE,,
