"","Date","Bar","Open","High","Low","Close","Dir","Return"
"1000790",20100411,2014,1.36395,1.364,1.3639,1.36395,"Long",0
"1000791",20100411,2015,1.36395,1.36395,1.36385,1.36385,"Long",0.0000733218462440804
"1000792",20100411,2016,1.36385,1.36385,1.36335,1.363375,"Short",-0.000348278769659422
"1000793",20100411,2017,1.363375,1.3635,1.36315,1.36315,"Long",0.000165058870997263
"1000794",20100411,2018,1.36315,1.36325,1.363025,1.36305,"Long",0.0000733648802318249
"1000795",20100411,2019,1.36305,1.36305,1.362825,1.36295,"Long",0.0000733702630323849
"1000796",20100411,2020,1.36295,1.36335,1.36295,1.36335,"Long",-0.000293394946272018
"1000797",20100411,2021,1.36335,1.3635,1.36325,1.3633,"Short",-0.0000366743682840837
"1000798",20100411,2022,1.3633,1.363375,1.36305,1.363225,"Short",-0.0000550135700139714
"1000799",20100411,2023,1.363225,1.363725,1.36315,1.363725,"Short",0.000366777311155654
"1000800",20100411,2024,1.363725,1.363775,1.36345,1.36345,"Short",-0.000201653559185338
"1000801",20100411,2025,1.36345,1.3638,1.36345,1.363775,"Long",-0.0002383091052409
"1000802",20100411,2026,1.363775,1.364025,1.363775,1.364,"Short",0.000164983226705389
"1000803",20100411,2027,1.364,1.364,1.36375,1.36375,"Short",-0.000183284457478067
"1000804",20100411,2028,1.36375,1.3638,1.36355,1.36355,"Short",-0.000146654445462862
"1000805",20100411,2029,1.36355,1.36355,1.363325,1.36355,"Long",0
"1000806",20100411,2030,1.36355,1.36365,1.363375,1.36365,"Long",-0.0000733326000073252
"1000807",20100411,2031,1.36365,1.363725,1.363625,1.3637,"Long",-0.0000366649556353182
"1000808",20100411,2032,1.3637,1.3637,1.363575,1.3636,"Short",-0.0000733299112707993
"1000809",20100411,2033,1.3636,1.3637,1.363575,1.363675,"Short",0.0000550014667058135
"1000810",20100411,2034,1.363675,1.36375,1.36365,1.363675,"Short",0
"1000811",20100411,2035,1.363675,1.36375,1.363625,1.36375,"Long",-0.0000549954170486139
"1000812",20100411,2036,1.36375,1.36375,1.363625,1.36375,"Short",0
"1000813",20100411,2037,1.36375,1.363775,1.363625,1.363625,"Short",-0.000091659028414248
"1000814",20100411,2038,1.363625,1.36365,1.36355,1.363625,"Long",0
"1000815",20100411,2039,1.363625,1.36375,1.363575,1.363575,"Long",0.0000366683167409974
"1000816",20100411,2040,1.363575,1.36375,1.363575,1.36375,"Long",-0.000128322639780045
"1000817",20100411,2041,1.36375,1.363775,1.36355,1.363775,"Short",0.000018331805682817
"1000818",20100411,2042,1.363775,1.36385,1.36365,1.36375,"Short",-0.0000183314696338778
"1000819",20100411,2043,1.36375,1.3638,1.363675,1.363725,"Short",-0.000018331805682817
"1000820",20100411,2044,1.363725,1.36375,1.363525,1.36365,"Short",-0.0000549964252323945
"1000821",20100411,2045,1.36365,1.363775,1.36365,1.36375,"Long",-0.000073327222731431
"1000822",20100411,2046,1.36375,1.36375,1.36365,1.36365,"Short",-0.000073327222731431
"1000823",20100411,2047,1.36365,1.36365,1.363525,1.36355,"Long",0.0000733379780719365
"1000824",20100411,2048,1.36355,1.36355,1.363375,1.36345,"Long",0.0000733433569254384
"1000825",20100411,2049,1.36345,1.363625,1.36345,1.3636,"Long",-0.000110002933411464
"1000826",20100411,2050,1.3636,1.36365,1.3635,1.363575,"Short",-0.0000183338222352169
"1000827",20100411,2051,1.363575,1.363625,1.363575,1.3636,"Long",-0.0000183338222352169
"1000828",20100411,2052,1.3636,1.36365,1.363325,1.363575,"Short",-0.0000183338222352169
"1000829",20100411,2053,1.363575,1.363725,1.36345,1.36365,"Long",-0.0000549994500055346
"1000830",20100411,2054,1.36365,1.36375,1.36355,1.36355,"Short",-0.0000733326000073252
"1000831",20100411,2055,1.36355,1.363625,1.36345,1.363625,"Long",-0.0000550004583371875
"1000832",20100411,2056,1.363625,1.3637,1.363575,1.36365,"Short",0.0000183334861123415
"1000833",20100411,2057,1.36365,1.36365,1.36335,1.36335,"Short",-0.000219997800021976
"1000834",20100411,2058,1.36335,1.36345,1.363325,1.363425,"Long",-0.0000550085263216145
"1000835",20100411,2059,1.363425,1.363575,1.36335,1.363575,"Long",-0.000110004950222666
"1000836",20100411,2100,1.363575,1.363575,1.363175,1.363175,"Long",0.000293432611366813
"1000837",20100411,2101,1.363175,1.363375,1.36315,1.363375,"Long",-0.000146694783166757
"1000838",20100411,2102,1.363375,1.363375,1.36325,1.363325,"Short",-0.0000366736957917708
"1000839",20100411,2103,1.363325,1.363375,1.363275,1.36335,"Long",-0.0000183371841421233
"1000840",20100411,2104,1.36335,1.363425,1.363225,1.363225,"Short",-0.0000916859207101278
"1000841",20100411,2105,1.363225,1.363275,1.363025,1.36305,"Long",0.000128388540405571
"1000842",20100411,2106,1.36305,1.363075,1.362325,1.3624,"Long",0.00047709923664125
"1000843",20100411,2107,1.3624,1.3626,1.362375,1.362425,"Long",-0.0000183496339247604
"1000844",20100411,2108,1.362425,1.362775,1.362425,1.362625,"Long",-0.00014677552518116
